Iso3,StartDate,EndDate,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,#country+name,#indicator+code,#indicator+name,,,,#date+year,,,#indicator+type,#indicator+value+num,
CIV,1998-01-01,1998-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,76.670000,Fc
CIV,1999-01-01,1999-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,97.870000,Fc
CIV,2000-01-01,2000-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,97.870000,Fc
CIV,2001-01-01,2001-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,75.390000,Fc
CIV,2002-01-01,2002-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,75.390000,Fc
CIV,2003-01-01,2003-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,73.180000,Fc
CIV,2004-01-01,2004-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,64.880000,Fc
CIV,2005-01-01,2005-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,62.010000,Fc
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,62.600000,Fc
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,70.190000,Fc
CIV,2008-01-01,2008-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,87.050000,Fc
CIV,2009-01-01,2009-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,84.030000,Fc
CIV,2010-01-01,2010-12-31,107,Côte d'Ivoire,603,"Fruit, tropical fresh nes",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,103.860000,Fc
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,720,Ginger,5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,120000.000000,
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,720,Ginger,5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,125000.000000,
CIV,2008-01-01,2008-12-31,107,Côte d'Ivoire,720,Ginger,5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,150000.000000,
CIV,2009-01-01,2009-12-31,107,Côte d'Ivoire,720,Ginger,5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,150000.000000,
CIV,2010-01-01,2010-12-31,107,Côte d'Ivoire,720,Ginger,5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,151894.500000,
CIV,2011-01-01,2011-12-31,107,Côte d'Ivoire,720,Ginger,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,159326.900000,
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,720,Ginger,5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,120000.000000,
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,720,Ginger,5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,125000.000000,
CIV,2008-01-01,2008-12-31,107,Côte d'Ivoire,720,Ginger,5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,150000.000000,
CIV,2009-01-01,2009-12-31,107,Côte d'Ivoire,720,Ginger,5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,150000.000000,
CIV,2010-01-01,2010-12-31,107,Côte d'Ivoire,720,Ginger,5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,151894.500000,
CIV,2011-01-01,2011-12-31,107,Côte d'Ivoire,720,Ginger,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,159326.900000,
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,720,Ginger,5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,229.500000,
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,720,Ginger,5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,260.800000,
CIV,2008-01-01,2008-12-31,107,Côte d'Ivoire,720,Ginger,5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,335.000000,
CIV,2009-01-01,2009-12-31,107,Côte d'Ivoire,720,Ginger,5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,317.700000,
CIV,2010-01-01,2010-12-31,107,Côte d'Ivoire,720,Ginger,5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,306.700000,
CIV,2011-01-01,2011-12-31,107,Côte d'Ivoire,720,Ginger,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,337.700000,
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,720,Ginger,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,81.020000,Fc
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,720,Ginger,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,84.390000,Fc
CIV,2008-01-01,2008-12-31,107,Côte d'Ivoire,720,Ginger,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,101.270000,Fc
CIV,2009-01-01,2009-12-31,107,Côte d'Ivoire,720,Ginger,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,101.270000,Fc
CIV,2010-01-01,2010-12-31,107,Côte d'Ivoire,720,Ginger,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,102.550000,Fc
CIV,2005-01-01,2005-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,80000.000000,
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,95000.000000,
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,110000.000000,
CIV,2005-01-01,2005-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,80000.000000,
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,95000.000000,
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,110000.000000,
CIV,2005-01-01,2005-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,151.700000,
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,181.700000,
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,229.500000,
CIV,1991-01-01,1991-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,134.000000,Fc
CIV,1992-01-01,1992-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,134.000000,Fc
CIV,1993-01-01,1993-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,134.000000,Fc
CIV,1994-01-01,1994-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,146.760000,Fc
CIV,1995-01-01,1995-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,146.760000,Fc
CIV,1996-01-01,1996-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,170.890000,Fc
CIV,1997-01-01,1997-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,178.120000,Fc
CIV,1998-01-01,1998-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,178.130000,Fc
CIV,1999-01-01,1999-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,258.920000,Fc
CIV,2000-01-01,2000-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,337.410000,Fc
CIV,2001-01-01,2001-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,175.160000,Fc
CIV,2002-01-01,2002-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,175.160000,Fc
CIV,2003-01-01,2003-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,171.550000,Fc
CIV,2004-01-01,2004-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,172.850000,Fc
CIV,2005-01-01,2005-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,51.050000,Fc
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,60.620000,Fc
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,70.190000,Fc
CIV,2008-01-01,2008-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,87.050000,Fc
CIV,2009-01-01,2009-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,84.030000,Fc
CIV,2010-01-01,2010-12-31,107,Côte d'Ivoire,507,Grapefruit (inc. pomelos),5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,103.860000,Fc
CIV,1998-01-01,1998-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,84000.000000,
CIV,1999-01-01,1999-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,125000.000000,
CIV,2004-01-01,2004-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,210000.000000,
CIV,2005-01-01,2005-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,200000.000000,
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,210000.000000,
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,220000.000000,
CIV,2008-01-01,2008-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,200000.000000,
CIV,2009-01-01,2009-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,211000.000000,
CIV,2010-01-01,2010-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,210000.000000,
CIV,2011-01-01,2011-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,257000.000000,
CIV,1998-01-01,1998-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,84000.000000,
CIV,1999-01-01,1999-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,125000.000000,
CIV,2004-01-01,2004-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,210000.000000,
CIV,2005-01-01,2005-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,200000.000000,
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,210000.000000,
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,220000.000000,
CIV,2008-01-01,2008-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,200000.000000,
CIV,2009-01-01,2009-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,211000.000000,
CIV,2010-01-01,2010-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,210000.000000,
CIV,2011-01-01,2011-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,257000.000000,
CIV,1998-01-01,1998-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,142.400000,
CIV,1999-01-01,1999-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,203.000000,
CIV,2004-01-01,2004-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,397.500000,
CIV,2005-01-01,2005-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,379.200000,
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,401.600000,
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,459.000000,
CIV,2008-01-01,2008-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,446.600000,
CIV,2009-01-01,2009-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,446.900000,
CIV,2010-01-01,2010-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,424.000000,
CIV,2011-01-01,2011-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,544.600000,
CIV,1991-01-01,1991-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,8.030000,Fc
CIV,1992-01-01,1992-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,6.480000,Fc
CIV,1993-01-01,1993-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,7.370000,Fc
CIV,1994-01-01,1994-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,19.960000,Fc
CIV,1995-01-01,1995-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,29.880000,Fc
CIV,1996-01-01,1996-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,26.870000,Fc
CIV,1997-01-01,1997-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,37.380000,Fc
CIV,1998-01-01,1998-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,35.160000,Fc
CIV,1999-01-01,1999-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,52.320000,Fc
CIV,2000-01-01,2000-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,58.740000,Fc
CIV,2001-01-01,2001-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,58.120000,Fc
CIV,2002-01-01,2002-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,58.350000,Fc
CIV,2003-01-01,2003-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,60.010000,Fc
CIV,2004-01-01,2004-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,87.900000,Fc
CIV,2005-01-01,2005-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,83.710000,Fc
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,87.900000,Fc
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,92.080000,Fc
CIV,2008-01-01,2008-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,83.710000,Fc
CIV,2009-01-01,2009-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,88.320000,Fc
CIV,2010-01-01,2010-12-31,107,Côte d'Ivoire,242,"Groundnuts, with shell",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,87.900000,Fc
CIV,1992-01-01,1992-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,45950.000000,
CIV,1993-01-01,1993-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,45869.000000,
CIV,1994-01-01,1994-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,46045.000000,
CIV,1995-01-01,1995-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,45993.000000,
CIV,1996-01-01,1996-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,50017.000000,
CIV,1997-01-01,1997-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,41001.000000,
CIV,1998-01-01,1998-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,55204.000000,
CIV,1999-01-01,1999-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,37675.000000,
CIV,2000-01-01,2000-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,44536.000000,
CIV,2001-01-01,2001-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,40342.000000,
CIV,2002-01-01,2002-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,45927.000000,
CIV,2003-01-01,2003-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,60000.000000,
CIV,2004-01-01,2004-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,65000.000000,
CIV,2005-01-01,2005-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,64676.000000,
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,65000.000000,
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,49000.000000,
CIV,2008-01-01,2008-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,51000.000000,
CIV,2009-01-01,2009-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,49000.000000,
CIV,1992-01-01,1992-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,45950.000000,
CIV,1993-01-01,1993-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,45869.000000,
CIV,1994-01-01,1994-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,46045.000000,
CIV,1995-01-01,1995-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,45993.000000,
CIV,1996-01-01,1996-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,50017.000000,
CIV,1997-01-01,1997-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,41001.000000,
CIV,1998-01-01,1998-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,55204.000000,
CIV,1999-01-01,1999-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,37675.000000,
CIV,2000-01-01,2000-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,44536.000000,
CIV,2001-01-01,2001-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,40342.000000,
CIV,2002-01-01,2002-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,45927.000000,
CIV,2003-01-01,2003-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,60000.000000,
CIV,2004-01-01,2004-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,65000.000000,
CIV,2005-01-01,2005-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,64676.000000,
CIV,2006-01-01,2006-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,65000.000000,
CIV,2007-01-01,2007-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,49000.000000,
CIV,2008-01-01,2008-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,51000.000000,
CIV,2009-01-01,2009-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,49000.000000,
CIV,1992-01-01,1992-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,173.600000,
CIV,1993-01-01,1993-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,162.000000,
CIV,1994-01-01,1994-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,82.900000,
CIV,1995-01-01,1995-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,92.100000,
CIV,1996-01-01,1996-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,97.800000,
CIV,1997-01-01,1997-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,70.200000,
CIV,1998-01-01,1998-12-31,107,Côte d'Ivoire,263,Karite nuts (sheanuts),5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,93.600000,
