ISO CODE,FEAT_NAME,CONTINENT,LEVEL,FLD1,FLD2,FLD3,FLD4,FLD5,FLD6,FLD7,FLD8,FLD9,FLD10,FLD1,FLD2,FLD3,FLD4,FLD5,FLD7,FLD8,FLD9,FLD10,FLD11,FLD12,FLD13,FLD14,FLD1,FLD2,FLD3,FLD4,FLD5,FLD6,FLD8,FLD9,FLD10,FLD11,FLD1,FLD2,FLD3,FLD4,FLD5,FLD6,FLD7,FLD8,FLD9,FLD10,FLD11,FLD12,FLD13,FLD14,FLD15,FLD1,FLD2,FLD3,FLD4,FLD6,FLD7,FLD8,FLD9,FLD10,FLD11,FLD13,FLD14,FLD15,FLD16,FLD17,FLD18,FLD19,FLD20,FLD1,FLD3,FLD4,FLD5,FLD6
LU,Luxembourg,Europe,CTR,79339981377,0,0,0,0,0,0,0,0,0,329789391,5,0,0,0,329789391,5,0,0,0,0,0,0,0,0,481117085,69242821,0,19095138,0,90419120,302360006,0,0,0,506597286,164672288,13712027,0,0,0,0,0,0,0,83679267,0,0,0,0,126294100,9883380,0,0,83612870,0,32797850,0,0,0,0,0,0,0,0,0,0,0,7228391,7228391,0,0,0
MK,Macédoine Du Nord,Europe,CTR,6036247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6036247,2951807,3084440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MG,Madagascar,Afrique,CTR,42234606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13183500,0,0,0,0,0,0,13183500,0,0,6581432,5575634,0,0,0,0,0,0,0,0,1005798,0,0,0,0,7500000,0,0,0,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MY,Malaisie,Asie,CTR,82726418,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14258010,6,5903613,1055268,0,7299129,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6868260,6868260,0,0,0
MW,Malawi,Afrique,CTR,10120800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10120800,10120800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MV,Maldives,Asie,CTR,61686332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61686332,0,61686332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,Malte,Europe,CTR,246328317,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150794311,96032990,54761321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95477085,83,95477085,83,0,0,0
MA,Maroc,Afrique,CTR,2,03664E+11,0,0,0,0,0,0,0,0,0,809956,0,0,0,809956,0,0,0,0,0,0,0,0,649546215,316751656,0,4424120,0,256178356,9289060,46840827,16062196,0,4513069090,1883354880,1518274779,145644304,4673038,5840000,19941867,0,0,0,264280328,0,137355303,1,0,0,212886264,14807226,0,0,104654685,41000000,3279785,49144568,0,0,0,0,0,0,0,0,0,0,556146737,556146737,0,0,0
MU,Maurice ,Afrique,CTR,55194032631,0,0,0,0,0,0,0,0,0,268977894,0,0,44691846,211166908,13119140,0,0,0,0,0,0,0,591693999,2,383933525,6,0,0,0,186034516,6,10687756,11038201,0,0,2454823200,608906380,5,939378491,5,30997117,4974720,0,0,0,15521254,0,388099639,0,318961349,0,0,895976658,123447828,0,0,6998392,0,15530438,0,0,0,0,0,0,0,750000000,0,0,0,425326143,425326143,0,0,0
MR,Mauritanie,Afrique,CTR,1910223271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022658,835000,0,0,0,0,0,0,1187658,0,218315765,97958118,119770487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97901400,97901400,0,0,0
MZ,Mozanbique,Afrique,CTR,2633640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633640,0,0,0,0,0,0,0,0,0,0,0,2633640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,Namibie,Afrique,CTR,1590409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590409,0,1590409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NP,Nepal,Asie,CTR,1548059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548059,0,1548059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NG,Nigeria,Afrique,CTR,11240530716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71841656,18013352,50000000,0,0,0,0,3828304,0,0,326920674,8,243886750,8,11383354,0,45637018,0,2000000,0,0,0,0,0,3880349,0,0,370363463,5,2827200,0,0,20616000,114600000,231635228,5,0,0,0,0,0,0,0,0,685035,0,0,14024122,14024122,0,0,0
NO,Norvege,Europe,CTR,699780479,3,0,0,0,0,0,0,0,0,0,1188214,0,0,0,0,0,0,0,0,0,1188214,0,0,0,0,0,0,0,0,0,0,0,0,576787154,3,336831143,239956011,3,0,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZ,Nouvelle-Zélande,Océanie,CTR,21587545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21587545,21587545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UG,Ouganda,Afrique,CTR,34032429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6582682,6582682,0,0,0,0,0,0,0,0,17068296,7332025,4414031,0,5322240,0,0,0,0,0,0,0,0,0,0,3018450,3018450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PK,Pakistan,Asie,CTR,175878408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89787396,79627158,10160238,0,0,0,0,0,0,0,0,0,0,0,0,86091012,24380000,0,0,59595400,0,2115612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Panama,Amérique,CTR,104475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52237500,0,52237500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,Pays-Bas,Europe,CTR,21106398711,0,0,0,0,0,0,0,0,0,1077302692,0,0,0,374805528,0,0,61447200,0,46206005,99300739,447135037,48408183,512633518,32804835,0,0,0,50618409,423643167,5567107,0,0,1912816452,796241482,9,607551709,0,191158519,3,0,0,0,0,0,142721331,0,66255895,0,0,23000759,0,0,0,7000000,0,1311914,0,0,0,0,14688845,0,0,0,0,0,0,440123009,440123009,0,0,0
PE,Perou,Amérique,CTR,28706404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28706404,23182721,5523683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH,Philippines,Asie,CTR,553855740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829872,829872,0,0,0,0,0,0,0,0,65579880,60400000,5179880,0,0,0,0,0,0,0,0,0,0,0,0,9068606,9068606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Pologne,Europe,CTR,183588206,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56668781,89,52359144,4309637,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT,Portugal,Europe,CTR,2426478556,0,0,0,0,0,0,0,0,0,36293989,0,0,0,19678710,0,0,0,0,16615279,0,0,0,0,0,0,0,0,0,0,0,0,0,753712123,7,415532155,214920957,7,0,0,0,0,38701463,0,0,82064912,0,0,0,0,94799826,7,23000000,0,0,59043824,7,0,0,0,0,0,0,0,0,0,0,12756002,0,0,4965595,4965595,0,0,0
CD,République Démocratique Du Congo,Afrique,CTR,291685739,0,0,0,0,0,0,0,0,0,1612867,0,0,0,0,0,0,0,0,0,0,1612867,0,11520600,6354000,0,602358,0,0,0,0,4564242,0,60317903,7901360,34712790,0,8849159,960566,0,0,0,0,0,0,778028,0,0,18000000,0,0,0,3000000,5000000,0,0,0,0,0,0,0,0,0,0,10000000,0,77870984,70595699,0,0,7275285
DO,Republique Dominicaine,Amérique,CTR,40326378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40326378,0,0,40326378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CG,République Du Congo,Afrique,CTR,1526200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526200,0,1526200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CZ,République Tchèque,Europe,CTR,5906626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096185,4096185,0,0,0,0,0,0,0,0,1810441,787148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO,Roumanie,Europe,CTR,70733034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70733034,0,70733034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GB,Royaume-Uni,Europe,CTR,3,50026E+11,385495313,0,0,0,0,0,385495313,0,0,1062078254,0,0,0,807172940,92263631,0,1880000,0,66319462,64477028,29965193,3,0,667337907,4,140128457,4,0,127738309,6125982,1300736,150623365,241421058,0,0,7831311930,3779424578,2342098501,129955464,156250557,111515814,86231643,11959570,21581955,12780000,418590131,8,0,260394613,12964124,0,494724024,239607098,0,14677824,117446771,72000000,18152443,0,0,0,4892958,1308480,0,12914000,0,0,13724450,0,1224047136,1219367112,0,4680024,0
RU,Russie,Europe,CTR,958909478,7,0,0,0,0,0,0,0,0,0,724503770,0,0,0,0,0,0,0,0,724503770,0,0,0,21669452,0,0,0,0,0,21669452,0,0,0,86184259,18,0,15245104,48,0,0,0,0,0,0,0,0,0,729031,0,0,8300000,0,0,0,0,0,0,8300000,0,0,0,0,0,0,0,0,0,0,26795208,56,26795208,56,0,0,0
RW,Rwanda,Afrique,CTR,148278533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221036,1221036,0,0,0,0,0,0,0,0,51320019,6053966,38380607,0,0,509776,6375670,0,0,0,0,0,0,0,0,24129785,0,0,0,3279785,5000000,5850000,0,0,0,0,0,0,0,0,0,10000000,0,49520786,0,0,0,49520786
SC,Seychelles,Afrique,CTR,383283458,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16398925,16398925,0,0,0,0,0,0,0,0,275828250,6,144636850,6,131191400,0,0,0,0,0,0,0,0,0,0,0,0,40538143,40538143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL,Sierra Leone,Afrique,CTR,50374630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30363754,11630909,18732845,0,0,0,0,0,0,0,0,0,0,0,0,8677435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8677435,0,5700481,0,0,0,5700481
SG,Singapour ,Asie,CTR,9684103785,120921200,0,0,0,0,0,120921200,0,0,88912000,0,0,0,0,0,0,0,0,0,0,82972000,5940000,0,0,0,0,0,0,0,0,0,0,120380479,7,58099107,36021454,0,0,0,0,0,0,0,0,0,1536022,0,0,6518450,0,5900000,0,0,0,618450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,Slovaquie,Europe,CTR,13647614,0,0,0,0,0,0,0,0,0,9047614,0,0,0,0,0,0,0,0,0,0,9047614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SI,Slovénie,Europe,CTR,15504135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10474991,5029144,5445847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,Suède,Europe,CTR,4379024757,0,0,0,0,0,0,0,0,0,69983691,0,0,0,69983691,0,0,0,0,0,0,0,0,17255190,17255190,0,0,0,0,0,0,0,0,192886633,95070022,6114043,0,0,0,0,0,0,0,0,0,0,0,0,834797,0,834797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27472004,27472004,0,0,0
CH,Suisse,Europe,CTR,18515895999,14071200,0,0,14071200,0,0,0,0,0,464728163,0,0,0,273830543,0,0,25000000,0,165897620,0,0,0,477585364,157688317,0,59219532,0,89959680,143269887,25668564,1779384,0,3884467146,1933502359,1156683080,5778981,8664654,878308,11583267,4,96931878,1445532,0,110454464,45660100,127537352,0,12079756,1731207280,52736824,84,0,0,729749822,0,199420721,0,0,0,0,0,0,593716162,0,155583750,0,0,324079344,308979319,15100025,0,0
TW,Taïwan,Asie,CTR,27319835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14510307,0,0,14510307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZ,Tanzanie,Afrique,CTR,115836946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13004208,13004208,0,0,0,0,0,0,0,0,16929430,10963120,5966310,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,32964463,0,0,0,32964463
TD,Tchad,Afrique,CTR,720082994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24498573,0,0,4929603,0,0,865350,1730700,16972920,0,99410000,1410000,0,0,0,0,0,98000000,0,0,0,0,0,0,0,8340000,0,0,0,8340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Tunisie,Afrique,CTR,4370860223,0,0,0,0,0,0,0,0,0,28468718,600000,0,20000000,0,0,0,0,0,0,0,7868718,0,206028320,8,206028320,8,0,0,0,0,0,0,0,0,2605636944,1366581276,721553189,5,40752772,20447492,57164200,69,1155796,0,0,643507,53912159,0,58442475,0,0,79389743,41,3765193,3807830,0,68536935,41,0,0,0,0,0,0,0,0,0,0,0,3279785,0,152398111,8,152398111,8,0,0,0
TR,Turquie,Asie,CTR,1390629181,0,0,0,0,0,0,0,0,0,25000000,0,0,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170270465,1,5607121,153619953,1,0,1565200,0,0,0,8166277,0,0,0,0,0,0,23506688,20006688,0,0,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,909020,909020,0,0,0
VD,Vietnam,Asie,CTR,204055574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16549420,0,0,0,16549420,0,0,0,0,0,0,0,0,0,0,82158615,82158615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZM,Zambie,Afrique,CTR,675559007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060451,2060451,0,0,0,0,0,0,0,0,23886679,0,0,0,0,0,0,0,0,0,23099357,0,787322,0,0,25175000,25175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZW,Zimbabwe,Afrique,CTR,2128020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433520,0,1433520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694500,694500,0,0,0
AFR,Afrique,Afrique,CTN,23778475897,0,0,0,0,0,0,0,0,0,999391797,9,600000,0,64691846,211976864,13119140,0,4193291,4000000,0,115462164,9,585348492,0,2283927976,1294807572,127764502,17738433,7,51975000,527212872,6,20842166,198807264,44780166,14,0,14483365984,6097019071,4587378344,305209566,9,167413202,143224540,7,29473333,98000000,15521254,72798777,1063868820,0,624547891,1,0,0,2107999275,228529040,5088230,0,402440447,4,172300000,306078990,1,49144568,5248000,0,34789000,0,5011478,29000000,750000000,13547883,102395257,0,1899096372,1642183942,0,0,256912430
AME,Amérique,Amérique,CTN,14782160177,115013449,0,0,0,0,0,106005316,0,9008133,1359701759,0,0,102775405,553229638,31791566,0,535401539,0,17640000,27712024,91151587,0,242308570,49086744,52985000,1242250,2342242,58263885,7545000,70843449,0,0,8226315322,2386375492,2756258075,52003184,23089410,1,428129384,8,920754017,7,162923170,19633486,9842000,80879307,0,42196075,0,17382270,2123290486,1071197528,0,0,481376338,230698325,28744740,157754014,0,1500000,0,85281562,0,12196096,17920000,630033,6000000,0,652944700,627262160,0,0,25682540
ASI,Asie,Asie,CTN,17688590774,192691451,41000289,0,18704400,0,0,120921200,12065562,0,3863014542,0,0,0,2136947615,73345381,0,23024091,0,750497038,353034041,388548989,6,137617386,716477753,8,346586094,2,0,0,0,150228502,94697994,13,28585926,25,0,96379237,24,7433548184,3254219056,2523320490,64613920,270298150,6,197797850,0,0,10926321,0,354839563,3,0,85395851,0,0,1110536437,240461582,5900000,0,690106049,51722251,68985719,27976269,0,0,0,904252,0,0,24480315,0,0,0,1370924489,1294031143,76893346,0,0
EUR,Europe,Europe,CTN,1,2044E+11,1400764824,0,1668754,54524084,237569903,37552882,1069449201,0,0,9214335173,2623828,50672678,263574059,3862021278,368635849,64667691,1814209042,1967871,1228009533,427841433,1041093830,89018081,11509941762,3956704556,150364524,982433918,14044406,1506151859,2280211071,2563022528,46587712,10421188,65072866990,23458352668,22146694654,664151861,1895750445,1629379502,691311190,2296816261,38606533,142675446,1972276078,106254559,9,1065789424,12964124,2948914724,13950905577,2025515963,94469031,64202413,57,8379456085,410457809,534411897,3,995492099,5,0,5772422,132736340,82349668,0,720023693,14983936,344896040,3,46189640,5050869,6670738702,6557974093,102086876,9496518,1181215
OCE,Océanie,Océanie,CTN,633589655,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45889551,45889551,0,0,0,0,0,0,0,0,559653197,6,262574126,131151368,0,81112969,63,0,9067500,0,0,0,0,0,0,0,0,8000000,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10535530,10535530,0,0,0
